Unnamed: 0,Company,Brand,Appliance,SKU,ENERGY_VALUE,ENERGY_UNIT,ENERGY_TIER,BRAND_PRODUCT_COUNT,APPLIANCE_CATEGORY_COUNT,AVG_ENERGY_FOR_APPLIANCE,ENERGY_VS_APPLIANCE_AVG,HAS_ENERGY_DATA,IS_MULTI_SKU_APPLIANCE_LINE
7845,Whirlpool Corporation,Acros,Washer,SKU-93745,325.0,W,low,74,1176,347.4403470715835,-22.440347071583517,True,True
7846,Candy Group,Iberna,Freezer,SKU-29721,,,,72,1228,351.4947368421053,,False,True
7847,Arçelik A.Ş. / Koç Holding,Defy,Kettle,SKU-90627,120.0,W,low,74,1193,349.02286902286903,-229.02286902286903,True,True
7848,Gorenj,Atag,Stove,SKU-77781,475.0,W,low,60,1188,359.6288209606987,115.3711790393013,True,True
7849,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Vestfrost,Kettle,SKU-54106,400.0,W,low,62,1193,349.02286902286903,50.97713097713097,True,True
7850,Whirlpool Corporation,Diqua,Freezer,SKU-97048,,,,67,1228,351.4947368421053,,False,True
7851,AB Electrolux / Investor AB,Parkinson Cowan,Stove,SKU-52866,,,,62,1188,359.6288209606987,,False,True
7852,AB Electrolux / Investor AB,Prosdócimo,Dish Washer,SKU-27171,400.0,W,low,52,1223,350.4077253218884,49.59227467811161,True,True
7853,BSH Hausgeräte GmbH / Robert Bosch GmbH,Balay,Stove,SKU-96704,,,,52,1188,359.6288209606987,,False,True
7855,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Stove,SKU-24348,,,,63,1188,359.6288209606987,,False,True
7856,Liebherr Group,Liebherr,Refrigerator,SKU-92504,325.0,W,low,80,1145,353.9111111111111,-28.911111111111097,True,True
7857,AB Electrolux / Investor AB,Mademsa,Dryer,SKU-7673,,,,67,1183,347.7754677754678,,False,True
7858,Arçelik A.Ş. / Koç Holding,Grundig,Refrigerator,68939,,,,57,1145,353.9111111111111,,False,True
7859,BSH Hausgeräte GmbH / Robert Bosch GmbH,Coldex,Toaster,SKU-15309,250.0,W,low,56,1204,355.70175438596493,-105.70175438596493,True,True
7861,Verzinkerei Zug LtdV-ZUG Ltd,V-ZUG,Freezer,SKU-52224,,,,63,1228,351.4947368421053,,False,True
7862,GlenDimplex,Britannia,Refrigerator,SKU-67517,,,,64,1145,353.9111111111111,,False,True
7863,AGA Rangemaster Group Ltd. The Middleby Corporation,AGA / Rangemaster,Dish Washer,SKU-96290,,,,72,1223,350.4077253218884,,False,True
7864,Mondragon Corporation,Brandt,Stove,SKU-54565,,,,60,1188,359.6288209606987,,False,True
7865,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Toaster,SKU-71504,400.0,W,low,71,1204,355.70175438596493,44.29824561403507,True,True
7866,Miele & Cie. KG,Miele,Stove,SKU-33080,,,,73,1188,359.6288209606987,,False,True
7867,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Freezer,SKU-60182,,,,63,1228,351.4947368421053,,False,True
7869,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Washer,SKU-60539,475.0,W,low,71,1176,347.4403470715835,127.55965292841648,True,True
7870,AB Electrolux / Investor AB,Westinghouse,Dryer,SKU-20871,,,,68,1183,347.7754677754678,,False,True
7871,GlenDimplex,New World,Kettle,SKU-48950,,,,58,1193,349.02286902286903,,False,True
7872,Candy Group,Candy,Refrigerator,SKU-15431,,,,60,1145,353.9111111111111,,False,True
7873,Home Retail Group plc / J Sainsbury plc,Bush,Toaster,SKU-58246,,,,63,1204,355.70175438596493,,False,True
7874,Dayou Winia / Dayou Group,PRAUD,Refrigerator,SKU-70768,,,,65,1145,353.9111111111111,,False,True
7875,Whirlpool Corporation,Estate,Washer,SKU-36297,250.0,W,low,81,1176,347.4403470715835,-97.44034707158352,True,True
7876,Whirlpool Corporatio,Ariston,Washer,SKU-90738,,,,68,1176,347.4403470715835,,False,True
7877,GlenDimplex,Faber,Kettle,SKU-52618,,,,68,1193,349.02286902286903,,False,True
7878,Asko Appliances AB / Gorenje,Asko,Washer,SKU-79197,,,,63,1176,347.4403470715835,,False,True
7879,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Kettle,SKU-79775,,,,75,1193,349.02286902286903,,False,True
7880,Candy Group,Otsein Hoover,Toaster,SKU-2744,250.0,W,low,70,1204,355.70175438596493,-105.70175438596493,True,True
7881,Fnac,ProLine,Stove,SKU-79391,,,,51,1188,359.6288209606987,,False,True
7882,GlenDimplex,Campo,Kettle,SKU-46722,300.0,W,low,74,1193,349.02286902286903,-49.02286902286903,True,True
7883,GlenDimplex,Nobo,Dish Washer,SKU--10611,325.0,W,low,67,1223,350.4077253218884,-25.407725321888393,True,True
7884,Candy Group,Iberna,Freezer,SKU-49192,,,,72,1228,351.4947368421053,,False,True
7885,AB Electrolux / Investor AB,Voss,Toaster,SKU-82804,120.0,W,low,64,1204,355.70175438596493,-235.70175438596493,True,True
7886,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Toaster,SKU-40938,500.0,W,low,57,1204,355.70175438596493,144.29824561403507,True,True
7887,Mondragon Corporation,Mastercook,Washer,SKU-7950,,,,63,1176,347.4403470715835,,False,True
7888,AB Electrolux / Investor AB,Fensa,Stove,SKU-2361,250.0,W,low,71,1188,359.6288209606987,-109.6288209606987,True,True
7889,AB Electrolux / Investor AB,Electrolux ICON,Dryer,SKU-87446,,,,62,1183,347.7754677754678,,False,True
7890,Asko Appliances AB / Gorenje,Asko,Toaster,SKU-50878,,,,63,1204,355.70175438596493,,False,True
7891,Gorenje,Sidex,Refrigerator,SKU-25749,400.0,W,low,57,1145,353.9111111111111,46.0888888888889,True,True
7892,Whirlpool Corporation,KitchenAid India,Dish Washer,SKU-63586,300.0,W,low,70,1223,350.4077253218884,-50.40772532188839,True,True
7893,Gorenje,Mora,Refrigerator,SKU-40059,,,,71,1145,353.9111111111111,,False,True
7894,Arçelik A.Ş. / Koç Holdin,Beko,Toaster,SKU-70381,,,,72,1204,355.70175438596493,,False,True
7896,AGA Rangemaster Group Ltd. The Middleby Corporation,AGA / Rangemaster,Stove,SKU-7695,,,,72,1188,359.6288209606987,,False,True
7897,AB Electrolux / Investor AB,Tricity Bendix,Washer,SKU-16946,,,,70,1176,347.4403470715835,,False,True
7898,Hisense Kelon Electrical Holdings Ltd. / Hisense Group,Kelon (科龙),Kettle,SKU-84659,300.0,W,low,66,1193,349.02286902286903,-49.02286902286903,True,True
7899,Whirlpool Corporation,KitchenAid India,Dish Washer,SKU-32557,,,,70,1223,350.4077253218884,,False,True
7900,AB Electrolux / Investor AB,Dishlex,Washer,SKU-37294,,,,68,1176,347.4403470715835,,False,True
7901,The Middleby Corporation,Marvel,Stove,SKU-97831,,,,54,1188,359.6288209606987,,False,True
7902,Whirlpool Corporation,Roper,Toaster,SKU-62032,,,,72,1204,355.70175438596493,,False,True
7903,Candy Group,Süsler,Refrigerator,SKU-64204,250.0,W,low,71,1145,353.9111111111111,-103.9111111111111,True,True
7904,Whirlpool Corporation,Kenmore,Toaster,SKU-73695,500.0,W,low,46,1204,355.70175438596493,144.29824561403507,True,True
7905,Dayou Winia / Dayou Group,PRAUD,Toaster,SKU-54052,325.0,W,low,65,1204,355.70175438596493,-30.701754385964932,True,True
7906,Arçelik A.Ş. / Koç Holding,Leisure,Kettle,SKU-85359,,,,53,1193,349.02286902286903,,False,True
7907,GlenDimplex,Britannia,Toaster,SKU-37078,,,,64,1204,355.70175438596493,,False,True
7908,AB Electrolux / Investor AB,Gibson,Dryer,SKU-80688,,,,58,1183,347.7754677754678,,False,True
7909,AB Electrolux / Investor AB,Parkinson Cowan,Stove,SKU-52094,,,,62,1188,359.6288209606987,,False,True
7910,GlenDimplex,Cadet,Dish Washer,SKU-63947,250.0,W,low,57,1223,350.4077253218884,-100.40772532188839,True,True
7911,Fhiaba S.r.l,Fhibia,Stove,SKU-68941,120.0,W,low,70,1188,359.6288209606987,-239.6288209606987,True,True
7912,John Lewis Partnership,John Lewis,Dish Washer,SKU-78178,500.0,W,low,47,1223,350.4077253218884,149.5922746781116,True,True
7913,Candy Group,Otsein Hoover,Washer,SKU-41714,400.0,W,low,70,1176,347.4403470715835,52.55965292841648,True,True
7914,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Dryer,SKU-44544,,,,71,1183,347.7754677754678,,False,True
7915,AB Electrolux / Investor AB,Corberó,Kettle,SKU-85439,,,,58,1193,349.02286902286903,,False,True
7916,Gorenje,Etna,Stove,SKU-9522,,,,63,1188,359.6288209606987,,False,True
7917,Fnac,ProLine,Refrigerator,SKU-13724,325.0,W,low,51,1145,353.9111111111111,-28.911111111111097,True,True
7919,"Sub-Zero Group, Inc",Sub-Zero,Refrigerator,SKU-74313,,,,54,1145,353.9111111111111,,False,True
7920,AB Electrolux / Investor AB,Gibson,Stove,SKU-69493,,,,58,1188,359.6288209606987,,False,True
7921,Candy Group,Baumatic,Refrigerator,SKU-81268,,,,69,1145,353.9111111111111,,False,True
7922,Candy Group,Baumatic,Refrigerator,SKU-33092,,,,69,1145,353.9111111111111,,False,True
7923,AB Electrolux / Investor AB,Fensa,Dryer,SKU-78037,300.0,W,low,71,1183,347.7754677754678,-47.7754677754678,True,True
7924,Viking Range Corporation / The Middleby Corporation,Viking,Stove,SKU-20208,400.0,W,low,57,1188,359.6288209606987,40.371179039301296,True,True
7925,GlenDimplex,Technika,Toaster,SKU-47959,,,,60,1204,355.70175438596493,,False,True
7926,AB Electrolux / Investor AB,Castor,Freezer,SKU-26030,425.0,W,low,68,1228,351.4947368421053,73.50526315789472,True,True
7927,AB Electrolux / Investor AB,Corberó,Dryer,SKU-90405,475.0,W,low,58,1183,347.7754677754678,127.2245322245322,True,True
7928,AB Electrolux / Investor AB,Electrolux ICON,Kettle,SKU-20687,,,,62,1193,349.02286902286903,,False,True
7929,BSH Hausgeräte GmbH / Robert Bosch GmbH,PROFiLO,Refrigerator,SKU-97761,475.0,W,low,63,1145,353.9111111111111,121.0888888888889,True,True
7931,Bauknecht Hausgeräte GmbH / Whirlpool Corporation,Bauknecht,Dish Washer,SKU-43602,425.0,W,low,59,1223,350.4077253218884,74.59227467811161,True,True
7932,The Meyer Corporatio,Hestan,Kettle,SKU-87147,,,,64,1193,349.02286902286903,,False,True
7933,Whirlpool Corporation,Consul,Refrigerator,SKU-87502,,,,71,1145,353.9111111111111,,False,True
7934,Verzinkerei Zug LtdV-ZUG Ltd,V-ZUG,Toaster,SKU-37644,,,,63,1204,355.70175438596493,,False,True
7935,GlenDimplex,Creda,Stove,SKU-81437,,,,60,1188,359.6288209606987,,False,True
7936,Fnac,ProLine,Dryer,SKU-14829,120.0,W,low,51,1183,347.7754677754678,-227.7754677754678,True,True
7937,AB Electrolux / Investor AB,Dometic,Washer,SKU-5989,,,,59,1176,347.4403470715835,,False,True
7938,Mondragon Corporation,Fagor,Kettle,SKU-61181,325.0,W,low,87,1193,349.02286902286903,-24.02286902286903,True,True
7939,GlenDimple,Belling,Refrigerator,SKU-68320,300.0,W,low,62,1145,353.9111111111111,-53.9111111111111,True,True
7940,Whirlpool Corporation,KitchenAid,Dish Washer,SKU-85328,,,,79,1223,350.4077253218884,,False,True
7941,Smeg Group S.p.A,Bertazzoni,Refrigerator,SKU-85299,,,,57,1145,353.9111111111111,,False,True
7942,Gorenje,Etna,Stove,SKU-59088,,,,63,1188,359.6288209606987,,False,True
7943,Whirlpool Corporation,Diqua,Dish Washer,SKU-33885,,,,67,1223,350.4077253218884,,False,True
7944,Candy Group,Hoover,Refrigerator,SKU-51068,,,,62,1145,353.9111111111111,,False,True
7945,John Lewis Partnership,John Lewis,Dryer,SKU-26604,250.0,W,low,47,1183,347.7754677754678,-97.7754677754678,True,True
7946,Liebherr Group,Liebherr,Freezer,SKU-47151,,,,80,1228,351.4947368421053,,False,True
7947,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Vestfrost,Dryer,SKU-90571,,,,62,1183,347.7754677754678,,False,True
7950,Mondragon Corporation,De Dietrich,Toaster,SKU-17815,,,,67,1204,355.70175438596493,,False,True
7951,Asko Appliances AB / Gorenje,Asko,Freezer,SKU-7468,425.0,W,low,63,1228,351.4947368421053,73.50526315789472,True,True
7952,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Toaster,SKU-97099,120.0,W,low,57,1204,355.70175438596493,-235.70175438596493,True,True
7953,GlenDimplex,Campo,Freezer,SKU-76672,,,,74,1228,351.4947368421053,,False,True
7954,GlenDimplex,Cadet,Dryer,SKU-26748,,,,57,1183,347.7754677754678,,False,True
7955,AB Electrolux / Investor AB,REX-Electrolux,Kettle,SKU-76992,,,,75,1193,349.02286902286903,,False,True
7956,Whirlpool Corporation,Inglis,Freezer,SKU-74142,,,,57,1228,351.4947368421053,,False,True
7957,AB Electrolux / Investor AB,Mademsa,Toaster,SKU-78409,475.0,W,low,67,1204,355.70175438596493,119.29824561403507,True,True
7958,AB Electrolux / Investor AB,White-Westinghouse,Washer,SKU-86046,,,,65,1176,347.4403470715835,,False,True
7959,AB Electrolux / Investor AB,Simpson,Freezer,SKU-86002,,,,52,1228,351.4947368421053,,False,True
7960,Gorenje,Mora,Dryer,SKU-29562,500.0,W,low,71,1183,347.7754677754678,152.2245322245322,True,True
7961,Candy Group,Süsler,Freezer,SKU--84718,,,,71,1228,351.4947368421053,,False,True
7962,Whirlpool Corporation,Inglis,Refrigerator,SKU-23048,120.0,W,low,57,1145,353.9111111111111,-233.9111111111111,True,True
7963,Mondragon Corporation,De Dietrich,Washer,SKU-34000,300.0,W,low,67,1176,347.4403470715835,-47.44034707158352,True,True
7964,Bauknecht Hausgeräte GmbH / Whirlpool Corporation,Bauknecht,Dish Washer,SKU-9348,,,,59,1223,350.4077253218884,,False,True
7965,AB Electrolux / Investor AB,FAure,Stove,SKU-83275,325.0,W,low,58,1188,359.6288209606987,-34.628820960698704,True,True
7966,Arçelik A.Ş. / Koç Holding,Flavel,Toaster,SKU-4600,,,,56,1204,355.70175438596493,,False,True
7967,GlenDimplex,Stoves,Washer,SKU-86860,425.0,W,low,60,1176,347.4403470715835,77.55965292841648,True,True
7968,Candy Group,Vyatka,Freezer,SKU-80431,,,,73,1228,351.4947368421053,,False,True
7969,GlenDimplex,Nobo,Freezer,SKU-41536,,,,67,1228,351.4947368421053,,False,True
7970,Liebherr Group,Liebherr,Dryer,SKU-60094,,,,80,1183,347.7754677754678,,False,True
7971,AB Electrolux / Investor AB,Gibson,Dish Washer,SKU-46917,,,,58,1223,350.4077253218884,,False,True
7972,Candy Group,Süsler,Kettle,SKU-35165,,,,71,1193,349.02286902286903,,False,True
7973,Candy Group,Jinling,Stove,SKU-9384,,,,50,1188,359.6288209606987,,False,True
7974,AB Electrolux / Investor AB,Dishlex,Kettle,SKU-80643,325.0,W,low,68,1193,349.02286902286903,-24.02286902286903,True,True
7975,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Refrigerator,SKU-6434,500.0,W,low,75,1145,353.9111111111111,146.0888888888889,True,True
7976,AB Electrolux / Investor AB,REX-Electrolux,Kettle,SKU-25381,,,,75,1193,349.02286902286903,,False,True
7977,GlenDimplex,Technika,Stove,SKU-68897,,,,60,1188,359.6288209606987,,False,True
7978,AB Electrolux / Investor AB,King,Washer,SKU-53790,,,,56,1176,347.4403470715835,,False,True
7979,Whirlpool Corporation,Acros,Toaster,SKU-6141,500.0,W,low,74,1204,355.70175438596493,144.29824561403507,True,True
7980,Dayou Group,Daewoo,Stove,SKU-2534,,,,67,1188,359.6288209606987,,False,True
7981,Whirlpool Corporatio,Ariston,Washer,SKU-59750,500.0,W,low,68,1176,347.4403470715835,152.55965292841648,True,True
7982,AB Electrolux / Investor AB,Atlas,Kettle,SKU-60941,,,,63,1193,349.02286902286903,,False,True
7983,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Stove,SKU-61831,,,,71,1188,359.6288209606987,,False,True
7984,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Dish Washer,SKU-70736,325.0,W,low,63,1223,350.4077253218884,-25.407725321888393,True,True
7985,Candy Group,Süsler,Washer,SKU-35804,400.0,W,low,71,1176,347.4403470715835,52.55965292841648,True,True
7986,Arçelik A.Ş. / Koç Holding,Altus,Stove,SKU-46413,250.0,W,low,56,1188,359.6288209606987,-109.6288209606987,True,True
7987,Whirlpool Corporation,Polar,Dryer,SKU-32165,120.0,W,low,66,1183,347.7754677754678,-227.7754677754678,True,True
7988,Whirlpool Corporation,Jenn-Air,Toaster,SKU-52953,,,,59,1204,355.70175438596493,,False,True
7989,Candy Group,Zerowatt,Washer,SKU-2210,400.0,W,low,58,1176,347.4403470715835,52.55965292841648,True,True
7990,Arçelik A.Ş. / Koç Holding,Grundig,Toaster,SKU-45164,475.0,W,low,57,1204,355.70175438596493,119.29824561403507,True,True
7992,Whirlpool Corporation,Kenmore,Refrigerator,SKU-14495,,,,46,1145,353.9111111111111,,False,True
7993,Bauknecht Hausgeräte GmbH / Whirlpool Corporation,Bauknecht,Dryer,SKU-34314,300.0,W,low,59,1183,347.7754677754678,-47.7754677754678,True,True
7994,Miele & Cie. KG,Miele,Freezer,SKU-34115,,,,73,1228,351.4947368421053,,False,True
7995,"Sub-Zero Group, Inc",Sub-Zero,Dryer,SKU-38913,250.0,W,low,54,1183,347.7754677754678,-97.7754677754678,True,True
7996,AB Electrolux / Investor AB,Atlas,Toaster,SKU-62311,425.0,W,low,63,1204,355.70175438596493,69.29824561403507,True,True
7997,Whirlpool Corporation,Admiral,Washer,SKU-78344,325.0,W,low,77,1176,347.4403470715835,-22.440347071583517,True,True
7998,Viking Range Corporation / The Middleby Corporation,Viking,Dish Washer,SKU-81315,,,,57,1223,350.4077253218884,,False,True
7999,AB Electrolux / Investor AB,Zanussi,Dish Washer,SKU-99894,,,,78,1223,350.4077253218884,,False,True
8000,Dayou Winia / Dayou Group,PRAUD,Stove,SKU-75185,,,,65,1188,359.6288209606987,,False,True
8001,"LG Electronics, LG Corporation",LG,Dish Washer,SKU-30097,300.0,W,low,61,1223,350.4077253218884,-50.40772532188839,True,True
8002,Whirlpool Corporation,Whirlpool,Refrigerator,SKU-57517,120.0,W,low,64,1145,353.9111111111111,-233.9111111111111,True,True
8003,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Vestfrost,Kettle,SKU-37455,,,,62,1193,349.02286902286903,,False,True
8004,Whirlpool Corporation,Gladiator GarageWorks,Dryer,SKU-45223,425.0,W,low,68,1183,347.7754677754678,77.2245322245322,True,True
8005,AB Electrolux / Investor AB,FAure,Washer,SKU-32630,,,,58,1176,347.4403470715835,,False,True
8006,AB Electrolux / Investor AB,Westinghouse,Dryer,SKU-87067,300.0,W,low,68,1183,347.7754677754678,-47.7754677754678,True,True
8007,Mondragon Corporation,Brandt,Refrigerator,SKU-16315,,,,60,1145,353.9111111111111,,False,True
8008,Candy Group,Vyatka,Dryer,SKU-58433,500.0,W,low,73,1183,347.7754677754678,152.2245322245322,True,True
8009,Miele & Cie. KG,Miele,Washer,SKU-91079,500.0,W,low,73,1176,347.4403470715835,152.55965292841648,True,True
8010,Whirlpool Corporation,Inglis,Freezer,SKU-9597,,,,57,1228,351.4947368421053,,False,True
8011,Arçelik A.Ş. / Koç Holding,Defy,Dish Washer,SKU-90246,,,,74,1223,350.4077253218884,,False,True
8012,"Sub-Zero Group, Inc",Wolf,Toaster,SKU8700,300.0,W,low,61,1204,355.70175438596493,-55.70175438596493,True,True
8013,GlenDimplex,New World,Toaster,SKU-40451,,,,58,1204,355.70175438596493,,False,True
8014,Candy Group,Otsein Hoover,Toaster,SKU-43678,,,,70,1204,355.70175438596493,,False,True
8015,Arçelik A.Ş. / Koç Holding,Flavel,Washer,SKU-12432,,,,56,1176,347.4403470715835,,False,True
8018,AB Electrolux / Investor AB,Westinghouse,Refrigerator,SKU-66017,,,,68,1145,353.9111111111111,,False,True
8019,Miele & Cie. KG,Miele,Freezer,SKU-85696,,,,73,1228,351.4947368421053,,False,True
8021,AB Electrolux / Investor AB,Tricity Bendix,Refrigerator,SKU-77600,300.0,W,low,70,1145,353.9111111111111,-53.9111111111111,True,True
8022,Arçelik A.Ş. / Koç Holding,Altus,Toaster,SKU-67953,,,,56,1204,355.70175438596493,,False,True
8023,AB Electrolux / Investor AB,Tricity Bendix,Toaster,SKU-46735,425.0,W,low,70,1204,355.70175438596493,69.29824561403507,True,True
8024,Smeg Group S.p.A,Bertazzoni,Dish Washer,SKU-93538,,,,57,1223,350.4077253218884,,False,True
8025,AB Electrolux / Investor AB,Parkinson Cowan,Refrigerator,SKU-27907,300.0,W,low,62,1145,353.9111111111111,-53.9111111111111,True,True
8026,Candy Group,Süsler,Toaster,SKU-89685,,,,71,1204,355.70175438596493,,False,True
8027,GlenDimplex,Valor,Freezer,SKU-13036,,,,64,1228,351.4947368421053,,False,True
8028,AB Electrolux / Investor AB,King,Stove,SKU-10670,,,,56,1188,359.6288209606987,,False,True
8029,Whirlpool Corporation,Jenn-Air,Dryer,SKU-50751,300.0,W,low,59,1183,347.7754677754678,-47.7754677754678,True,True
8030,GlenDimplex,Britannia,Refrigerator,SKU-80942,,,,64,1145,353.9111111111111,,False,True
8031,AB Electrolux / Investor AB,King,Stove,SKU-18673,,,,56,1188,359.6288209606987,,False,True
8032,AB Electrolux / Investor AB,Gafa,Toaster,SKU-13953,,,,69,1204,355.70175438596493,,False,True
8034,Whirlpool Corporatio,Ariston,Kettle,SKU-27825,,,,68,1193,349.02286902286903,,False,True
8035,Arçelik A.Ş. / Koç Holding,Arctic,Stove,SKU-56035,400.0,W,low,61,1188,359.6288209606987,40.371179039301296,True,True
8036,Gorenje,Etna,Washer,SKU-82675,250.0,W,low,63,1176,347.4403470715835,-97.44034707158352,True,True
8037,Candy Group,Iberna,Refrigerator,SKU-53736,475.0,W,low,72,1145,353.9111111111111,121.0888888888889,True,True
8038,BSH Hausgeräte GmbH / Robert Bosch GmbH,Balay,Washer,48551,,,,52,1176,347.4403470715835,,False,True
8039,AB Electrolux / Investor AB,Voss,Dish Washer,SKU-76614,,,,64,1223,350.4077253218884,,False,True
8040,"Indesit Company, Whirlpool Corporation",Elco,Stove,SKU-15394,,,,46,1188,359.6288209606987,,False,True
8041,Arçelik A.Ş. / Koç Holding,Grundig,Toaster,SKU-54585,300.0,W,low,57,1204,355.70175438596493,-55.70175438596493,True,True
8042,BSH Hausgeräte GmbH / Robert Bosch GmbH,Constructa,Kettle,SKU-59719,,,,80,1193,349.02286902286903,,False,True
8043,GlenDimplex,Campo,Stove,SKU-80652,,,,74,1188,359.6288209606987,,False,True
8044,Candy Group,Hoover,Dryer,SKU-43701,325.0,W,low,62,1183,347.7754677754678,-22.775467775467803,True,True
8045,Whirlpool Corporation,Roper,Dryer,SKU-53807,,,,72,1183,347.7754677754678,,False,True
8046,AB Electrolux / Investor AB,Electrolux,Refrigerator,SKU-80481,,,,74,1145,353.9111111111111,,False,True
8047,"Indesit Company, Whirlpool Corporation",Elco,Kettle,SKU-70406,500.0,W,low,46,1193,349.02286902286903,150.97713097713097,True,True
8048,AB Electrolux / Investor AB,Prosdócimo,Stove,SKU-70361,500.0,W,low,52,1188,359.6288209606987,140.3711790393013,True,True
8049,AB Electrolux / Investor AB,Voss,Washer,SKU-45653,,,,64,1176,347.4403470715835,,False,True
8050,BSH Hausgeräte GmbH / Robert Bosch GmbH,PROFiLO,Toaster,SKU-11356,,,,63,1204,355.70175438596493,,False,True
8051,Liebherr Group,Liebherr,Toaster,SKU-94440,,,,80,1204,355.70175438596493,,False,True
8052,Home Retail Group plc / J Sainsbury plc,Bush,Dish Washer,SKU-89943,300.0,W,low,63,1223,350.4077253218884,-50.40772532188839,True,True
8053,Liebherr Group,Liebherr,Washer,SKU-23900,475.0,W,low,80,1176,347.4403470715835,127.55965292841648,True,True
8054,Mondragon Corporation,Mastercook,Kettle,SKU-90169,,,,63,1193,349.02286902286903,,False,True
8055,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Servis,Kettle,SKU-32293,325.0,W,low,49,1193,349.02286902286903,-24.02286902286903,True,True
8056,Candy Group,Rosières,Refrigerator,SKU-1473,425.0,W,low,68,1145,353.9111111111111,71.0888888888889,True,True
8057,AB Electrolux / Investor AB,Zanker,Washer,SKU-66555,500.0,W,low,67,1176,347.4403470715835,152.55965292841648,True,True
8058,AB Electrolux / Investor AB,Philco,Stove,SKU-10163,,,,67,1188,359.6288209606987,,False,True
8059,GlenDimplex,Faber,Kettle,SKU-45473,,,,68,1193,349.02286902286903,,False,True
8060,GlenDimple,Belling,Refrigerator,SKU-61108,,,,62,1145,353.9111111111111,,False,True
8061,Whirlpool Corporation,Consul,Refrigerator,48309,120.0,W,low,71,1145,353.9111111111111,-233.9111111111111,True,True
8062,AB Electrolux / Investor AB,Kelvinator,Stove,SKU-61042,500.0,W,low,50,1188,359.6288209606987,140.3711790393013,True,True
8063,Gorenje,Etna,Stove,SKU-14173,,,,63,1188,359.6288209606987,,False,True
8064,Smeg Group S.p.A,Smeg,Dish Washer,SKU-15198,,,,66,1223,350.4077253218884,,False,True
8065,Candy Group,Rosières,Stove,SKU-47081,,,,68,1188,359.6288209606987,,False,True
8066,Viking Range Corporation / The Middleby Corporation,Viking,Freezer,SKU-39963,,,,57,1228,351.4947368421053,,False,True
8067,AB Electrolux / Investor AB,Corberó,Kettle,SKU-21946,400.0,W,low,58,1193,349.02286902286903,50.97713097713097,True,True
8068,AB Electrolux / Investor AB,Somela,Refrigerator,SKU-41373,,,,65,1145,353.9111111111111,,False,True
8069,BSH Hausgeräte GmbH / Robert Bosch GmbH,Neff,Toaster,SKU-94388,,,,72,1204,355.70175438596493,,False,True
8070,Bauknecht Hausgeräte GmbH / Whirlpool Corporation,Bauknecht,Kettle,SKU-58194,,,,59,1193,349.02286902286903,,False,True
8071,Whirlpool Corporation,Inglis,Toaster,SKU-57518,,,,57,1204,355.70175438596493,,False,True
8072,Whirlpool Corporation,Brastemp,Dish Washer,SKU-38590,475.0,W,low,68,1223,350.4077253218884,124.59227467811161,True,True
8073,Candy Group,Baumatic,Dish Washer,9418,475.0,W,low,69,1223,350.4077253218884,124.59227467811161,True,True
8074,Montpellier Domestic Appliances Ltd,Montpellier,Kettle,SKU-26972,,,,68,1193,349.02286902286903,,False,True
8075,"Indesit Company, Whirlpool Corporation",Stinol,Freezer,SKU-6429,500.0,W,low,58,1228,351.4947368421053,148.50526315789472,True,True
8076,Bauknecht Hausgeräte GmbH / Whirlpool Corporation,Bauknecht,Washer,SKU-56871,250.0,W,low,59,1176,347.4403470715835,-97.44034707158352,True,True
8077,Candy Group,Rosières,Stove,SKU-97352,,,,68,1188,359.6288209606987,,False,True
8078,Gorenj,Atag,Freezer,SKU-94342,,,,60,1228,351.4947368421053,,False,True
8079,IKEA,IKEA,Kettle,SKU-27591,,,,79,1193,349.02286902286903,,False,True
8081,AB Electrolux / Investor AB,Dometic,Kettle,SKU-68067,300.0,W,low,59,1193,349.02286902286903,-49.02286902286903,True,True
8082,Whirlpool Corporation,Brastemp,Refrigerator,SKU-78883,,,,68,1145,353.9111111111111,,False,True
8083,GlenDimplex,Stoves,Dish Washer,SKU-96302,300.0,W,low,60,1223,350.4077253218884,-50.40772532188839,True,True
8084,GlenDimplex,Nobo,Refrigerator,SKU-35540,425.0,W,low,67,1145,353.9111111111111,71.0888888888889,True,True
8085,Arçelik A.Ş. / Koç Holding,Altus,Dish Washer,SKU-10082,,,,56,1223,350.4077253218884,,False,True
8086,Whirlpool Corporation,Gladiator GarageWorks,Toaster,SKU-93886,,,,68,1204,355.70175438596493,,False,True
